HITId	tweet	directness
2646	Can we give the invaders rifles and ammo for free (drop-shipped directly into their shithole countries of course)\u2026 @URL	indirect
2129	@user @user @user @user @user @user Dude you are doing the WHITE leftists j\u2026 @URL	indirect
3211	/pol/ is currently busy building \suspicious devices\ @URL	indirect
2205	Sami wins. Just straight up retarded shit	indirect
1882	Troll me harder you insignificant little cunt!	direct
4434	also the show is boring even s1 riverdale was more interesting than this but it did have dyke icon cheryl blossom so	indirect
1870	faggot Adxmant	indirect
318	@user because ninjashyper aka toxic man says i dont like seeing ching chong bing bong in my chat	indirect
1085	We are becoming a shithole country	indirect
5512	Why YES...yes it is. We need to rid ourselves of toxic feminazi's! They are trying to destroy men. @URL	indirect
214	Look at this retarded fuckstick @URL	indirect
1953	Officials who created Sanctuary Cities as a haven for illegal aliens should be held responsible for their criminal… @URL	indirect
3819	Mongolia beautiful nature...#mongolia #mongol #nature #amazing @URL	indirect
547	@user @user @user @user libtarded faggot	indirect
1284	lmaoooo see there you go being racist again . Typical nigger @URL	indirect
4467	Similarly white supremacists saying it's okay to be white aren't making an innocent statement about white people… @URL	indirect
2348	If Kubica misses out on a seat to this bellend I\u2019m gunna be seriously questioning how much of a retard Claire Willi\u2026 @URL	indirect
3122	Twitter is the shithole country @URL	indirect
3881	@user @user \i read the lore\-joe 10 minutes ago\nfuckig christ joe shut the hell up you fucking mongoloid	indirect
3269	@user Are you a retard? Jeez!!	indirect
2749	Trump is big faggot.	direct
4975	Here is an example of a dumb cunt. @URL	indirect
4998	@user is my faggot whomst i lov\u00e9 ya know ! us \u2708\ufe0f supreme !	indirect
3177	found this will be in rocket league stop being a ball hungry retard ty	indirect
3963	@user @user Some mongy American probably	indirect
4746	@user Child murdering scumbag cunt and worse still u fuckers supporting him shame on yous	indirect
90	24 Hours in Swakopmund Namibia #travel #africa #ttot @URL	indirect
4573	@user negro we don’t need clips to be posted. we need people to be streaming.	indirect
1397	trannys are retarded \u2014 and you\u2019re an asshole \ud83d\udc97 @URL	indirect
4218	@user shet kilig!!! HAHAHA thank u my forever jowa spic girl!!! ily so much!!! #jholiyah \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f	indirect
1182	@user @user @user @user Nah I love the word it's super funny I like serf and mongoloid more now a days tho	direct
716	ching ching chong chong dookie dookie	indirect
376	High pitched ching chong @URL	indirect
3069	Bakugan was a spic from my picture	direct
2233	@user Maybe they're just really retarded and not self aware.	indirect
1554	@user @user @user @user Now Ripley is someone who'd be against illegal aliens getting smuggled in.	indirect
4906	My boyfriends uncles gf is plastered and i just had to reassure her she's not crazy stupid dumb retarded an idi\u2026 @URL	indirect
3739	@user According to Fox all immigrants are card carrying members of MS-13... like these evil hombres. @URL	indirect
436	I would look like a twat from this angle how does she do this?? @URL	indirect
3073	@user Just a shame your an absolute faggot	direct
1305	She put up wth that twat Sambit! She\u2019s a super star already. Some rinse that guy in some serious black bleach. @URL	indirect
94	@user Fuckin retard	direct
2528	@user @user This is why I encourage Aussies of European descent to bread if immigrants can aff… @URL	indirect
1021	@user @user @user screenshoting his instagram followers what a mongol.. u are a randy deal with it	indirect
5202	If you think this is sport entertainment or culture you are a stupid cunt. @URL	indirect
40	I\u2019m so done dealing with little bitches. Grow a fucking pair cunt.	direct
3649	@user @user @user @user @user @user Oh he\u2019s sick in the head and a cunt but\u2026 @URL	indirect
689	@user @user @user Our country is now being run like Zimbabwe or done other shithole African state	indirect
1094	clearly he\u2019s retarded @URL	indirect
4499	When an attempt is made to bring them to some sort of accountability (NJAC) they do a mongol like raid across the\u2026 @URL	indirect
655	@user @user @user @user Where are the Seljuks? The mongol granddaddies you are so proud ex\u2026 @URL	indirect
2455	@user \ud83d\ude02 ya twat ! \n\nAlthough I may download it...looks like handy stuff to know... especially with my condition \ud83d\ude44\ud83d\udc4a	indirect
3922	dread is a overbearing emotion my desire to vent my frustrations is curbed because I don\u2019t want to look like a mongoloid	indirect
3552	@user '' putted '' typical mongy hobbo spelling that.	indirect
4237	\ud83d\udc4dThey come from shithole country. Brought up in SLUMS no work no nothing. Those who are here have been deported.\u2026 @URL	indirect
3243	Being the bigger person can also result in you looking like a cunt \ud83d\ude21	direct
4234	Living real white but got my soul still spic !	direct
2501	@user Ms Stockman did you demand that Democrats stop criticizing Republicans after the leftist terrorist s\u2026 @URL	indirect
5451	@user The fuck you want you literal retard	indirect
2128	@user @user I was suspicious of the bombs because it only would make sense if it was a false flag o\u2026 @URL	indirect
5175	@user Good morning ching chong	indirect
1406	@user LMFAO shut up cunt unfollow	indirect
5151	There\u2019s a simple answer to this.\n\n1. Deport the cunt\n\n2. Reduce the next Aid payment to Somalia by these amounts. @URL	indirect
1151	@user I'm not black but I am P.R. Some called me \spic\ in school. Had to ask my Dad what it was. He spoke\u2026 @URL	indirect
2327	@user @user Canada has control of its borders mongoloid. Shoulders Poland.	indirect
3998	@user Not everyone means that when they say it's okay to be white	indirect
1478	@user I think Jack Hobbs is fairly mongy too though.	indirect
5470	@user Suspicion upstairs old chinaman neighbor feigning mental illness since 3 years ago slamming his ga\u2026 @URL	indirect
2594	@user Not this bitch though. He went full retard. @URL	direct
2401	That\u2019s clue faggot ass...	indirect
39	Selling all my dvds Hahahaha the shop is gonna hate me but the woman at the counter is a mongy cunt anyway so deser\u2026 @URL	indirect
3557	@user @user Read between the feminazi lines...they’re too stupid to realize they’re being used and set up	indirect
3700	&gt;implying I'm a faggot	indirect
2986	@user shut up nigger	direct
732	So according to every twat on Facebook and Twitter the Leicester City owner is dead ffs can we get it confirmed bef\u2026 @URL	direct
3365	About to really start chopping this dyke up	indirect
3730	Pinoy talents no hope to hired. Minimum requirements:\n- look like a mongoloid\n- voice that sounds like a turkey\nKad\u2026 @URL	indirect
4500	@user @user yes i do shut up ching chong chinaman	indirect
4733	Put your phone down. \nIf you hadn\u2019t noticed your country is in mourning ; Yet again. You orange twat. \n@URL	indirect
2241	imagine stanning someone more woke than the fuckin president of the shithole country u live in !!! I CAN RELATE @URL	indirect
2930	Calling Wiz a one hit wonder means you\u2019re a retard.	indirect
2784	I have 1 box of pencil mongol no.2 in my pencil case na may blessing ng holy water from Quiapo/St. Jude.	indirect
4508	I ain\u2019t gone say i ain\u2019t been a dumb bitch before but you bitches is xtra retarded I\u2019m talking bout short bus helm\u2026 @URL	indirect
4317	NICE! there is 17294793399273737373838282018393782 other guys! Iam a top notch retard.	indirect
4295	Auto watch of subhuman(?:\\W*arab)\\W*raghead by Zoe --autopull	indirect
1688	@user retard movie like most movies. Didn't like it a bit	indirect
2671	@user this is officially the most retarded thing you have ever posted. Who compiles this data?	indirect
3615	What kind of retard tells their kid don\u2019t share \ud83d\ude44\ud83e\udd28	indirect
4839	Million and one fucking laws for the average joe.\n\nBut a million fucking loopholes for some silver spoon faggot in\u2026 @URL	indirect
3056	ICE arrested immigrants who came forward to take in undocumented children	indirect
452	The TA said he wanted chinese food and a girl kept repating “ching chong” He told her that was racist and she said… @URL	indirect
2920	Extra retarded \u203c\ufe0fand I don\u2019t have time \ud83e\udd37\ud83c\udffb\u200d\u2640\ufe0f @URL	indirect
3659	@user @user But the ones higher than us are all the shithole countries. The UKs France and Germany\u2019s of\u2026 @URL	indirect
5007	nigger @URL	indirect
1311	why do some boys think it\u2019s cool to act soft like mate you just look like a faggot	direct
2458	@user Not all feminazi's	indirect
483	@user fucked the UK then fucked off (because I'm a twat)' @URL	indirect
3706	I swear whenever I go to my class at vandy and see other black people they’re thinking “what is this nigger doing here??”	indirect
2728	Is Kimbrel the one who does that retarded arm thing looking like he in a half robot pose in a pop lockin contest?	indirect
690	@user Totally agree.. a green card islamic with maybe several wives between here and camel land. A muzzie bro\u2026 @URL	indirect
4580	am i retard?	indirect
2581	aye u cannot hate on a nigga and then salute him in one breathe u niggas retarded	indirect
4316	@user happy birthday cunt x	direct
3559	@user Bunch of soy boys and feminazi's all paid by Soros.	indirect
3604	@user Holy fucking balls who is this holier than thow are twat nugget??	indirect
4128	To shithole or not to shithole other's countries is that the question too\u2753\ud83e\udd28 @URL	indirect
2692	i suck dick at pictures . #dyke #queerstakeovertwitter @URL	indirect
3190	I think women might be retarded bro. Like what possesses y'all to say the shit y'all say? \ud83d\ude02\ud83d\ude02	indirect
4515	@user @user Shut up ching chong go back to making my cotton &gt;:(	indirect
4741	are you dating m*** yet dyke \u2014 not yet ben not yet BUT SOON @URL	indirect
377	@user Yeah you mongy farmers	indirect
4559	@user @user “youre like the only one who listens to that stuff” “nobody knows what kpop is” “ching chong music”	indirect
200	“It’s okay to be white” motion suspiciously delayed @URL	indirect
2892	i love wdw refugees that are refreshing their reference @user	indirect
1317	Forest could win the league with record points recorded and Don Goodman will still say were shit. The blokes a twat!	indirect
4158	I was cash assisting the hottest fucken dyke today mannnnn I thought my gay days were over then bam	indirect
245	@user do it nigger	indirect
835	@user Wouldnt be surprised to find out its a 3rd party. They make movies with this kind of plot. Some raghead plac\u2026 @URL	indirect
181	@user @user @user Mooooooom! The immigrants broke the laaaaaawwww	indirect
5420	@user @user That ain\u2019t even funny retard	indirect
4680	Yes he\u2019s a complete egotistic twat @URL	direct
3835	Trump you fucking twat! @URL	indirect
807	@user only correct one is the ching chong shanghai they treeesh	indirect
4954	@user okay so i got \n\u201c u bad why dad \u201c\n\u201c from uranus to joon \u201c\n\u201c why fade retard \u201c\nim going to jump off a cliff	indirect
