id	tweet	annotator_sentiment
4830	I stick by them even the mongy ones at the back cos they're United players but I'm done with Sanchez I'm not about\u2026 @URL	sadness_fear
2453	Sometimes you will talk yourself right out of a blessing. And that’s what this negro just did because I blocked him… @URL	sadness_disgust
3592	Honestly some cunt leather fuck out me already man	anger_fear_indifference_sadness_disgust
4390	@user Like..... they\u2019re fuckin retarded just like their leader	anger_confusion_shock_indifference_disgust
5057	Wowwww nigger @URL	anger_confusion_fear_shock_sadness
2525	@user Fuck off retard lol	shock_disgust
2231	Trying to sell my old car and some bruski just casually messages me in Portuguese or some ching chong shit fam. Bol\u2026 @URL	anger_sadness_shock_indifference_disgust
1649	It is #IndianArmy and not #HinduForces.If Hindus had forces #KashmiriPandit wouldn’t have been refugees &amp;… @URL	confusion_fear_shock_indifference_disgust
3416	@user I wont waste my time reading this retard's hate speech he cant even spell JEALOUS correctly	shock_disgust
2744	@user who would win\n1 shiny head man or 1 mongol horse archer	shock_disgust
5419	@user @user You\u2019re right but Nintendo is a Japanese brand and they\u2019re not going full retard li\u2026 @URL	anger_fear_indifference_sadness
88	Britain 2018. Third World shithole.\n\nA country in which Sharia leaders can cut off the clitorises of baby girls wi\u2026 @URL	sadness_indifference
2564	@user So what I\u2019m getting from you is that your a homosexual blind retarded old man who is also a pathet\u2026 @URL	sadness_shock
2361	You look like a negro league pitcher @URL	sadness_indifference
2766	@user @user @user @user @user then that's not trading you absolute retard they have already allo\u2026 @URL	anger_disgust
5529	#scomo #auspol #truth #TruthHurts #refugees #a…	anger_confusion_shock_indifference_disgust
2696	Dave Roberts is fucking retarded	anger_fear_sadness_disgust
1328	the only thing that makes me want to self harm is when i feel someone gaslighting me and I'm too emotionally retard\u2026 @URL	confusion_fear_shock_sadness_disgust
4600	you intention lookin' ass mongoloid #ass #bot	confusion_fear_shock_sadness_disgust
746	If you don\u2019t \ud83d\ude02\ud83d\ude02 you either crazy or retarded and it\u2019s a thin line that separates those so you could be both \ud83d\ude02	anger_confusion_fear_shock_disgust
339	@user fucking nigger try to kill me i bet you dont do it cause youre a P U S S Y hahaha white nigger com… @URL	shock_disgust
5561	What you don't get about the word nigger is that this is 1 + 1 it's simple.	confusion_disgust
2718	Fucking mongy Huddersfield fans having a go at the linesman. Understand the rules first you bag of dicks	shock_disgust
4823	@user Speaking of shithole countries..	anger_confusion_sadness_indifference_disgust
1047	@user @user Banturds were the worst mass murderers ever. You just too retard\u0117d to know because whit\u2026 @URL	sadness_indifference
1385	it’s 2018 and yall don’t know calling asians “ching chong” is racist	indifference_disgust
1502	@user AHAHAH wtf are u doing he's @user pax messaging me cunt @URL	shock_disgust
1959	Roses are red\nI like rice\n\u201cHello you cunt\u201d\n- Harvey Price	confusion_indifference
3152	your boyfriend looks like a dyke	anger_sadness_shock_indifference_disgust
1193	I think these hoes really retarded man	anger_confusion_sadness_disgust
4516	Foh you mongoloid bitch @user	sadness_disgust
949	@user @user Don\u2019t call us latinx I would much rather be called a spic or a beaner than latinx.	sadness_disgust
2997	KILLER: Jews were among the \leftist forces\ organizing the migrant caravans. Trump was not nationalist enough for\u2026 @URL	confusion_indifference
2155	i always trick myself into watching these things where the love interest is an emotionally closed off cunt and yeah\u2026 @URL	anger_indifference
641	honesty though just imagine this image. Some faggot. Some dumb ass cuck talking up your girl. or at least what you\u2026 @URL	confusion_disgust
2563	Fajitas are the most dramatic Mexican dish. They come in loud steaming and spicy.	sadness_shock
4117	if u wear Sperrys you\u2019re a fucking faggot sorry buddy	anger_shock
4336	if you can\u2019t jam to my spic music ion want you	sadness_shock
2238	¿Humor negro? @URL	indifference_disgust
3593	#Libtards are so dumb. The name of theif political ideology comes from the word retard and they don't even realize\u2026 @URL	anger_confusion_sadness_indifference_fear
4184	@user @user I cant tell if Bonnie here is actually retarded or if shes just pretending.	anger_fear_indifference_sadness_disgust
5158	blah blah ching chong I eat dogs @URL	anger_confusion
3581	pread this faggot all over internet... frre to sharerepostretwittmake him famous @URL	anger_fear_indifference_sadness_disgust
4147	I remember when it wasn\u2019t nothing with us now it\u2019s retarded.	shock_disgust
3968	@user @user You faggot	sadness_indifference
5388	Stop watching sports then faggot @URL	anger_sadness_shock_indifference_disgust
1837	Can people please stop using the word \u201cmongo\u201d?? Yeah it sounds funny but it\u2019s short for \u201cmongoloid\u201d which is a real\u2026 @URL	confusion_fear_shock_indifference_disgust
1218	Feel like poverty mongoloid	anger_indifference
3138	Horrible cunt @URL	sadness_indifference
4061	If the \migrants\ want to come to America because their own countries are shitholes then why are they waving shith\u2026 @URL	indifference_disgust
1519	@user -time for you to move to russia- you are constantly confusing the USA with shithole gas station kl\u2026 @URL	anger_confusion
3401	@user r u sayin my mum looks like a retard??? u wanna fuckin throw hands cunt???	shock_indifference
2310	Didn\u2019t even notice until a friend pointed out it said spic	indifference_disgust
156	@user yeah very baby mongy	anger_disgust
3066	@user I think you are either a retard or confused. Obama was the one who put the kids in cages. Bill Clinto\u2026 @URL	anger_sadness_shock_indifference_disgust
737	@user @user Hang the cunt and throw bricks while he slowly chokes to death.	sadness_disgust
671	A/B honor roll all Fs you retarded	anger_fear
4473	Oh nvm don\u2019t even respond to my other tweet you\u2019re obviously half retarded @URL	anger_sadness
2674	@user You're blind and retarded you loser	anger_fear_indifference_sadness_disgust
3410	buh? my faggot boomer music has no racial boundaries?? epic....	anger_disgust
4446	@user I never thought I'd see America degenerate into a true shithole country in my life. Great work Americans.	anger_confusion_sadness_shock_indifference
4409	keelah lil drunk ass retarded \ud83d\ude02\ud83d\ude02\ud83d\ude02	fear_disgust
1490	@user @user Ur a Demo believing retard!	sadness_disgust
3495	Did this nigger put paint in a Minute Maid bottle @URL	anger_disgust
1598	Bitch idk you thats the thing but just like all them dicks have been removed from your used twat.... They also left\u2026 @URL	shock_indifference
2491	If you are making jokes about the scenes in Leicester right now you're a cunt	fear_shock_indifference_sadness_disgust
1261	@user calls for expanding opportunities for legal immigrants. Yes we need to do that. But the process to be… @URL	sadness_disgust
3723	@user he can call me a spic not gonna lie	confusion_indifference
2176	@user You don’t have enough gook in you to ching chong me that badly	anger_disgust
4170	@user @user How am i retard	shock_indifference
4445	@user I know you aint talmbout me spic @URL	sadness_indifference
5098	@user lmfao nigger	confusion_sadness
5024	@user I thought I was retarded \ud83d\ude02\ud83d\ude02\ud83d\ude02 it be killing my vibe	shock_disgust
3849	faggot ass bitch.	anger_sadness_shock_indifference_disgust
4429	@user What a shame I was born in such a shithole country. A Barrister at Law who studied hard to protect the r\u2026 @URL	indifference_disgust
575	@user Z FACTS of non-Eritreans disguised as Eritrean refugees echo from coast to coast in z H of A Europe… @URL	sadness_disgust
997	I just faggot and got crucified for doing it	confusion_fear_indifference_sadness_disgust
679	@user Gebby I miss you too\ud83d\ude2d mongol japon ka?\ud83d\ude02	confusion_sadness
1287	Man is a walking twat @URL	anger_indifference
4734	Hate the cunt. @URL	anger_disgust
2805	@user Everything about her is enraging. Smug little twat.	anger_disgust
5475	@user They literally called me a nigger as I type this	anger_fear_indifference_sadness_disgust
5192	Listening to negro swan	anger_confusion_shock_indifference_disgust
1247	Filipinos do bad things just because of inggit....uh!!! Crazy mongoloid abnormal....\nWhy did you touch (thief) my\u2026 @URL	anger_sadness
4503	@user @user Kavanaugh FAMILY has 24/7 secret service protection! Dr. Ford has NO Security +had to f… @URL	confusion_disgust
528	The kid begged for his life \No please don't kill me. I'll do anything. I'm sorry I called you a spic and you a\u2026 @URL	confusion_sadness_shock_indifference_disgust
4263	@user But you watch them fall for the happy daddy claptrap. Forgetting his vile vicious cruelty to refugees… @URL	shock_indifference
2452	@user I would have head butted that twat much sooner than 2 minutes 20 seconds haha he did well \ud83e\udd1d	fear_shock
799	Banter = being a cunt. @URL	fear_indifference
939	As President Trump is rumored to have said thei countries including Mexico are nothing but shitholes. That is why\u2026 @URL	anger_sadness_shock_indifference_disgust
3364	Don\u2019t go to a strip club with your man if you\u2019re gonna be a cunt to your waitress or any woman that walks by stay\u2026 @URL	anger_indifference
3693	@user @user I do. Northern Native Americans have mongoloid features like Asians. Look at eskimos. S\u2026 @URL	anger_sadness
1797	@user @user Part of me hates being a meme but I\u2019m too lazy to stop being retarded	anger_confusion_sadness_shock_disgust
5013	Can\u2019t even go to thanksgiving dinner without worrying that someone\u2019s gonna call you a nigger/chink/spic on accident\u2026 @URL	anger_disgust
2888	@user Huh. I see. Just go ching chong ling long I guess.	sadness_indifference
3205	@user And yet we have hungry children homeless vets and illegal aliens.	confusion_indifference
2428	Imagine having this sad tranny shagging cunt as a manager. Thank fuck we've got Levein. @URL	fear_shock_indifference_sadness_disgust
1599	@user You\u2019ll never be zyzz bruh fuckin sick cunt bruh	shock_indifference
416	Why would/should new Chinese immigrants care about Chinatown or Strathcona?	confusion_disgust
2418	do i really have to worry my whole life if i say spic cracka or nigga or fag by accident no i dont &amp; thats PC reme\u2026 @URL	sadness_indifference
2625	The fact that someone called me a dyke for wearing hockey gear @URL	sadness_indifference
1161	@user \A accessory.\ Close enough for the MAGA-mongol no?	anger_confusion_sadness_shock_indifference
2932	This negro must have forgotten that he’s only on TV to criticize and attack black people..... coon!? @URL	anger_disgust
57	@user .... What no Roofe pen either?\n\nFuck off cunt.\n\nWe did more than enough to win that game. Fact we're takin\u2026 @URL	anger_fear_shock_sadness_disgust
1996	where are @user glasses from so i can steal those frames n be a real noho twat	confusion_sadness_shock_indifference_disgust
